"title","category","duration","channel","description","url"
"Masaż Limfatyczny + Ćwiczenia  - Codzienna Praktyka Poranna!","Poranek, Flow","13","Małgorzata Mostowska","Limfa - bardzo ważny temat, który podejmuję z Wami już od kilku lat. Po zeszłotygodniowym masażu limfatycznym, dziś przyszedł czas na praktykę masażu limfatycznego razem z ćwiczeniami - takiego, do wykonania każdego dnia! Najlepiej o poranku!  Masaż limfatyczny świetnie się sprawdzi tuż po przebudzeniu, zaraz po umyciu zębów i wypiciu szklanki wody ;) Świetnie pobudzi ciało, rozrusza, obudzi umysł i doda więcej energii! Dodatkowo taki masaż limfatyczny dobroczynnie wpłynie na stan naszej skóry oraz wesprze naszą odporność.  Pamiętaj, że limfa nie ma swojej pompy, dlatego tak ważny jest ruch!  Bardzo polecam taki automasaż limfatyczny przed jakimkolwiek treningiem/ruchem, np. bieganiem, siłownią, spacerem czy inną praktyką jogi :)  Na kanale jest już praktyka masażu limfatycznego - samego, beż żadnych innych ćwiczeń. Ta jest połączona z łagodnym i króciutkim flow - idealnym na poranek, kiedy nie mamy za dużo czasu, a chcemy zrobić dla siebie coś dobrego!  Przytulam Was ciepło i widzimy się na kolejnych praktykach!  Nagranie powstało przy pomocy Ani, odwiedźcie koniecznie jej profil na IG: https://www.instagram.com/travelstoriespl/  💜  Pozostańmy w kontakcie:  INSTAGRAM - https://www.instagram.com/gosiamostowska/ FACEBOOK - https://www.facebook.com/mmostowskayoga/ WWW - http://mmyoga.pl/ BLOG - http://purestyle.pl/ WSPÓŁPRACA: wspolpraca@mmyoga.pl  Dołącz do nas na FB: https://www.facebook.com/groups/937273756408877/   Wspieraj mnie:  https://patronite.pl/mmyoga  🖤","https://www.youtube.com/watch?v=bMbmi864_T4"
"10 Minut Codziennej Praktyki Limfy - Automasaż Limfatyczny","Kręgosłup, Flow","12","Małgorzata Mostowska","Limfa - bardzo ważny temat, który podejmuję z Wami już od kilku lat. Dziś w końcu przyszedł czas na praktykę masażu limfatycznego - takiego, który możecie wykonać samodzielnie, najlepiej każdego dnia :)  A na pewno świetnie się sprawdzi tuż po przebudzeniu, zaraz po umyciu zębów i wypiciu szklanki wody ;) Świetnie pobudzi ciało, rozrusza, obudzi umysł i doda więcej energii! Dodatkowo taki masaż limfatyczny dobroczynnie wpłynie na stan naszej skóry oraz wesprze naszą odporność.  Pamiętaj, że limfa nie ma swojej pompy, dlatego tak ważny jest ruch!  Bardzo polecam taki automasaż limfatyczny przed jakimkolwiek treningiem/ruchem, np. bieganiem, siłownią a nawet spacerem.  Na kanale jest już jedna praktyka Limfa Flow, a niebawem pojawi się jeszcze jedna - z wykorzystaniem naszych ""punktów"" limfatycznych oraz łagodnym i króciutkim flow - idealnym na poranek, kiedy nie mamy za dużo czasu, a chcemy zrobić dla siebie coś dobrego!  Kanał, o którym wspomniałam: https://www.instagram.com/stopchasingpain/  Przytulam Was ciepło i widzimy się na kolejnych praktykach!  Nagranie powstało przy pomocy Ani, odwiedźcie koniecznie jej profil na IG: https://www.instagram.com/travelstoriespl/  💜  Pozostańmy w kontakcie:  INSTAGRAM - https://www.instagram.com/gosiamostowska/ FACEBOOK - https://www.facebook.com/mmostowskayoga/ WWW - http://mmyoga.pl/ BLOG - http://purestyle.pl/ WSPÓŁPRACA: wspolpraca@mmyoga.pl  Dołącz do nas na FB: https://www.facebook.com/groups/937273756408877/   Wspieraj mnie:  https://patronite.pl/mmyoga  🖤  Jeśli podobał Ci się ten film, daj mi proszę dużego lajka, wtedy wiem, że to co robię, pomaga innym!  Jeśli chcesz pozostać na bieżąco, subskrybuj mój kanał i bądź automatycznie powiadamiany o nowych filmach! :)   Do zobaczenia już wkrótce! Gosia ♥","https://www.youtube.com/watch?v=5wZY3PuK1kw"
"Relaksacja - Trening Autogenny Schultza #2","Stres, Medytacja","30","Małgorzata Mostowska","Trening autogenny Schultza - czyli relaksacja dla osób, które mają ochotę na dłuższe prowadzenie to relaksacja, która pomoże zmniejszyć poziomu stresu i wprowadzić w głęboki stan relaksacji. Tę technikę możesz stosować w każdej sytuacji życiowej i każdym momencie, który jest dla Ciebie trudny. Możesz także stosować ją przed ważnym wystąpieniem publicznym czy też trudną rozmową.  To jest część II, nieco dłuższa, dla osób, które mają czas i chęci na dłuższe prowadzenie.  Relaksacja Schultza to metoda opracowana przez niemieckiego lekarza Johannesa Heinricha Schultza, którą stosuje się we współczesnej psychoterapii. Pracując ze swoimi pacjentami, Schultz zauważył, że podczas hipnozy odczuwali oni głównie dwa stany: uczucie ciężaru i ciepło w poszczególnych partiach ciała. Tak zrodziła się technika autogenna, czyli kolejna metoda, która pozwoli Ci na odprężenie ciała i umysłu poprzez wywołanie u siebie właśnie tych dwóch doznań. Zapraszam!  Nagranie powstało przy pomocy Ani, odwiedźcie koniecznie jej kanał: https://www.instagram.com/travelstoriespl/  💜  Pozostańmy w kontakcie:  INSTAGRAM - https://www.instagram.com/gosiamostowska/ FACEBOOK - https://www.facebook.com/mmostowskayoga/ WWW - http://mmyoga.pl/ BLOG - http://purestyle.pl/ WSPÓŁPRACA: wspolpraca@mmyoga.pl  Dołącz do nas na FB: https://www.facebook.com/groups/937273756408877/   Wspieraj mnie:  https://patronite.pl/mmyoga  🖤  Jeśli podobał Ci się ten film, daj mi proszę dużego lajka, wtedy wiem, że to co robię, pomaga innym!  Jeśli chcesz pozostać na bieżąco, subskrybuj mój kanał i bądź automatycznie powiadamiany o nowych filmach! :)   Do zobaczenia już wkrótce! Gosia ♥","https://www.youtube.com/watch?v=wa4JDPE7qDQ"
"Relaksacja - Trening Autogenny Schultza dla Początkujących","Stres, Medytacja","13","Małgorzata Mostowska","Trening autogenny Schultza - czyli relaksacja dla początkujących to relaksacja, która pomoże zmniejszyć poziomu stresu i wprowadzić w głęboki stan relaksacji. Tę technikę możesz stosować w każdej sytuacji życiowej i każdym momencie, który jest dla Ciebie trudny. Możesz także stosować ją przed ważnym wystąpieniem publicznym czy też trudną rozmową. To jest część I, nieco krótsza, dla poczatkujących lub wtedy, gdy masz mniej czasu.   Relaksacja Schultza to metoda opracowana przez niemieckiego lekarza Johannesa Heinricha Schultza, którą stosuje się we współczesnej psychoterapii. Pracując ze swoimi pacjentami, Schultz zauważył, że podczas hipnozy odczuwali oni głównie dwa stany: uczucie ciężaru i ciepło w poszczególnych partiach ciała. Tak zrodziła się technika autogenna, czyli kolejna metoda, która pozwoli Ci na odprężenie ciała i umysłu poprzez wywołanie u siebie właśnie tych dwóch doznań. Zapraszam!  Nagranie powstało przy pomocy Ani, odwiedźcie koniecznie jej kanał: https://www.instagram.com/travelstoriespl/  💜  Pozostańmy w kontakcie:  INSTAGRAM - https://www.instagram.com/gosiamostowska/ FACEBOOK - https://www.facebook.com/mmostowskayoga/ WWW - http://mmyoga.pl/ BLOG - http://purestyle.pl/ WSPÓŁPRACA: wspolpraca@mmyoga.pl  Dołącz do nas na FB: https://www.facebook.com/groups/937273756408877/   Wspieraj mnie:  https://patronite.pl/mmyoga  🖤  Jeśli podobał Ci się ten film, daj mi proszę dużego lajka, wtedy wiem, że to co robię, pomaga innym!  Jeśli chcesz pozostać na bieżąco, subskrybuj mój kanał i bądź automatycznie powiadamiany o nowych filmach! :)   Do zobaczenia już wkrótce! Gosia ♥","https://www.youtube.com/watch?v=_y6x1JI1Iq8"
"Joga Vinyasa dla Całego Ciała! 30 minut Flow ☀️","Poranek, Flow, Stres, Siła","31","Małgorzata Mostowska","Joga Vinyasa Flow dla Całego ciała to 30 minut intensywnej pracy z ciałem, oddechem i równowagą, a także chwila rozciągania i relaksu na koniec. Tę praktykę możesz wykonać samodzielnie, np. o poranku na rozbudzenie ciała i umysłu na dobry dzień, a także w ciągu dnia jako przerwę od pracy na rozruszanie.  Wiem, że dawno nie było takiej jogi w stylu power joga i długo na nią czekaliście więc mam nadzieję, że ta przypadnie Wam do gustu, choć! Miałam niemałego stresa jak podczas dogrywania głosu okazało się, że są w niej... pewne pominięcia ;) Ciekawa jestem czy od razu je wychwycicie :) Mam nadzieję, że mimo tych małych niedogodności, będzie Wam się przyjemnie jogowało :)  Przytulam Was ciepło i widzimy się na kolejnych praktykach!  Nagranie powstało przy pomocy Ani, odwiedźcie koniecznie jej profil na IG: https://www.instagram.com/travelstoriespl/  💜  Pozostańmy w kontakcie:  INSTAGRAM - https://www.instagram.com/gosiamostowska/ FACEBOOK - https://www.facebook.com/mmostowskayoga/ WWW - http://mmyoga.pl/ BLOG - http://purestyle.pl/ WSPÓŁPRACA: wspolpraca@mmyoga.pl  Dołącz do nas na FB: https://www.facebook.com/groups/937273756408877/   Wspieraj mnie:  https://patronite.pl/mmyoga  🖤  Jeśli podobał Ci się ten film, daj mi proszę dużego lajka, wtedy wiem, że to co robię, pomaga innym!  Jeśli chcesz pozostać na bieżąco, subskrybuj mój kanał i bądź automatycznie powiadamiany o nowych filmach! :)   Do zobaczenia już wkrótce! Gosia ♥","https://www.youtube.com/watch?v=-6X3R0FnD4s"
"Samoregulacja - sposoby na stres, lęk i napięcia","Poranek, Stres, Medytacja, Wieczór","36","Małgorzata Mostowska","Samoregulacja - sposoby na stres, lęk i napięcia. Kochani, dziś solówka o narzędziach i technikach, które pomagają mi się wyregulować w przeróżnych codziennych sytuacjach, tym bardziej jak i mniej napięciowych. Trochę teorii, trochę praktyki, trochę śmieszków :)  Porozmawiamy o układzie nerwowym, o tym po co nam w ogóle ta samoregulacja i gdzie się jej nauczyć, a może się już z nią rodzimy? Będzie o ciele (wiadomo!), wytrzepywaniu jak i oklepywaniu, miseczkach na oczy, dziwnych dźwiękach, ziewaniu, wspomagaczach z zewnątrz, pudełkowym oddechu, termoregulacji, o tym co mogą nasze oczy i... posłuchajcie zresztą sami :)  Jestem bardzo ciekawa jak Wasze doświadczenie z praktykami, które dziś proponuję. Znacie, nie znacie, stosujecie, lubicie, nie lubicie?  Dajcie znać! Z ogromną przyjemnością poczytam co działa (albo nie działa) u Was 💙🙏  Podaję olejki, które wymieniałam w filmie:  ZIOŁOWE SERCE  ZIOŁOWE PRZEBUDZENIE  ZIOŁOWY SEN - tego nie wymieniłam, ale też bardzo go lubię (ma wyczuwalną lawendę).  Moje olejki są od Natalki z Tymaherbs:  https://www.tymaherbs.com/kategoria-produktu/aromaterapia/  Na wszystkie produkty z Tyma macie 15% zniżki z kodem: gosia  Praktyki, o których wspominałam w filmie:  Poranna medytacja z uściskiem motyla: https://www.youtube.com/watch?v=2oW0d04334U  Medytacja światła: https://www.youtube.com/watch?v=3QZ7dGiRswY  Relaksacja Jacobsona: https://www.youtube.com/watch?v=X1HXg6BkKw0&t=25s  Joga Nidra: https://www.youtube.com/watch?v=NoauV0qkrKg&t=1467s  W razie pytań piszcie, Kochani, w komentarzach. Fajnie, że jesteście! ___________  Pozostańmy w kontakcie:  INSTAGRAM - https://www.instagram.com/gosiamostow... FACEBOOK - https://www.facebook.com/mmostowskayoga/ WWW - http://mmyoga.pl/ BLOG - http://purestyle.pl/ WSPÓŁPRACA: wspolpraca@mmyoga.pl   Wspieraj mnie:  https://patronite.pl/mmyoga  🖤  Jeśli podobał Ci się ten film, daj mi proszę dużego lajka, wtedy wiem, że to co robię, pomaga innym!  Jeśli chcesz pozostać na bieżąco, subskrybuj mój kanał i bądź automatycznie powiadamiany o nowych filmach! :)   Do zobaczenia już wkrótce! Gosia ♥","https://www.youtube.com/watch?v=3HkC-3XXQCw"
"Joga na Stres - Ukojenie i Samoregulacja","Poranek, Stres","28","Małgorzata Mostowska","Kojąca Joga na Stres - Ukojenie i Samoregulacja to propozycja dla każdego, kto ma ochotę popraktykować w nieco spowolnionym tempie, ze spokojnym oddechem i świadomym ruchem.   To 30 minut spokojnej i kojącej pracy z ciałem, oddechem i układem nerwowym (zwłaszcza jego przywspółczulną częścią odpowiedzialną za relaks i trawienie), a także rozciągania, które możesz wykonać samodzielnie, np. o poranku jako spokojną rozciągającą praktykę na dobry dzień, w ciągu dnia jako przerwę od pracy a także przed snem na wyciszenie.  Nazwałam tę jogę samoregulacyjną, bo sama - podczas nagrywania - czułam jak zbawiennie wpływa na mój umysł i ciało. Pięknie wycisza, wprowadza harmonię i poczucie odprężenia na wielu poziomach. Mamy tutaj trochę pracy ze sobą - w kontakcie ze swoim ciałem, ukochania go i dania sobie czułości, łagodności i miłości.  To będzie idealna praktyka ""ratunkowa"", gdy czujemy, że potrzebujemy wsparcia. Ja tutaj zawsze dla Was będę.  Przytulam Was ciepło i widzimy się na kolejnych praktykach!  Nagranie powstało przy pomocy Ani, odwiedźcie koniecznie jej kanał: https://www.instagram.com/travelstoriespl/  💜  Pozostańmy w kontakcie:  INSTAGRAM - https://www.instagram.com/gosiamostowska/ FACEBOOK - https://www.facebook.com/mmostowskayoga/ WWW - http://mmyoga.pl/ BLOG - http://purestyle.pl/ WSPÓŁPRACA: wspolpraca@mmyoga.pl  Dołącz do nas na FB: https://www.facebook.com/groups/937273756408877/   Wspieraj mnie:  https://patronite.pl/mmyoga  🖤  Jeśli podobał Ci się ten film, daj mi proszę dużego lajka, wtedy wiem, że to co robię, pomaga innym!  Jeśli chcesz pozostać na bieżąco, subskrybuj mój kanał i bądź automatycznie powiadamiany o nowych filmach! :)   Do zobaczenia już wkrótce! Gosia ♥","https://www.youtube.com/watch?v=qXLT4vgVXiE"
"Proste Sposoby na Stres i Napięcia, czyli o Samoregulacji z dr n. o zdr. Anetą Popieluch","Stres","34","Małgorzata Mostowska","Kochani, dzisiaj o prostych (choć nie zawsze łatwych!) sposobach na stres, lęk czy napięcia (zarówno te fizyczne jak i emocjonalne), o higienie życia, o układzie nerwowym, ruchu i bezruchu,  śnie, przebodźcowaniu i zatrzymaniu, emocjach zatrzymanych w ciele, zmysłach, relacjach i wszystkim tym co jest ważne w naszym życiu, a o czym często zapominamy bądź pomijamy, zwłaszcza w tych trudniejszych czasach. Innymi słowy o samoregulacji, o kojeniu siebie i byciu dla siebie wyrozumiałym i dobrym rozmawiam z dr n. o zdr. Anetą Popieluch.   Kochani, to pierwsza (ale nie ostatnia!) taka rozmowa na tym kanale, więc po pierwsze jestem bardzo ciekawa Waszych wrażeń, a po drugie, proszę o wyrozumiałość :) Nie jest idealnie, ale jest PRAWDZIWIE. I na tym mi zależało!  O dr Anecie Popieluch: zajmuje się funkcjonalną oceną aparatu ruchu i holistycznie patrzy na człowieka pozwalając mu w ten sposób przybliżyć się do ogólnego dobrostanu - zarówno fizycznego jak i psychicznego. Opiekuje się zarówno dziećmi jak i dorosłymi . Anetę możecie znaleźć w Centrum Medycznym Venamed, przy ul. Grzybowska 5 w Warszawie: https://www.instagram.com/cm_venamed/ Profil Anety: https://www.instagram.com/dr_anetapopieluch/  W razie pytań, piszcie, Kochani, w komentarzach. Fajnie, że jesteście! ___________  Pozostańmy w kontakcie:  INSTAGRAM - https://www.instagram.com/gosiamostow... FACEBOOK - https://www.facebook.com/mmostowskayoga/ WWW - http://mmyoga.pl/ BLOG - http://purestyle.pl/ WSPÓŁPRACA: wspolpraca@mmyoga.pl   Wspieraj mnie:  https://patronite.pl/mmyoga  🖤  Jeśli podobał Ci się ten film, daj mi proszę dużego lajka, wtedy wiem, że to co robię, pomaga innym!  Jeśli chcesz pozostać na bieżąco, subskrybuj mój kanał i bądź automatycznie powiadamiany o nowych filmach! :)   Do zobaczenia już wkrótce! Gosia ♥","https://www.youtube.com/watch?v=zvQwavOTcUk"
"Joga na Kręgosłup - Zdrowe Plecy bez Bólu","Kręgosłup","17","Małgorzata Mostowska","Joga na zdrowy kręgosłup - również dla początkujących, to zestaw pozycji, które pomogą pozbyć się bólu pleców i zachować... zdrowy kręgosłup.   To spokojna joga, którą z powodzeniem możesz wykonywać codziennie. Ta praktyka wzmocni, rozciągnie i rozluźni Twoje plecy, a to idealne połączenie do tego, aby zachować zdrowy kręgosłup i dobre samopoczucie!  Ćwiczenia, które tutaj wykonamy skierowane są zarówno na kręgosłup szyjny, kręgosłup lędźwiowy, kręgosłup piersiowy i kręgosłup krzyżowy, a więc cały odcinek naszych pleców. Możesz te ćwiczenia potraktować jako rozgrzewkę przed inną praktyką, ale też jako samodzielną praktykę czy wyciszenie po innym treningu.  Pamiętaj, że kluczem do sukcesu (tutaj do zdrowych pleców bez bólu) jest REGULARNOŚĆ. Wracaj więc do mnie (bądź do innych praktyk na kręgosłup jak i na całe ciało) przynajmniej trzy razy w tygodniu.   Trzymam kciuki i.... mam nadzieję, że Ci się spodoba! :)  Do zobaczenia na macie!  Playlista na zdrowy kręgosłup: https://tiny.pl/t62t2  Miejsce: Dzielnik bez reszty - domek pod Warszawą :) Za pomoc przy nagraniu dziękuję Ani: https://www.instagram.com/travelstoriespl/   PS Joga w domu to świetny sposób, aby wracać do ulubionych ćwiczeń, kiedy tylko poczujesz taką potrzebę! Wykorzystaj to :)   Pozostańmy w kontakcie:  INSTAGRAM - https://www.instagram.com/gosiamostowska/ FACEBOOK - https://www.facebook.com/mmostowskayoga/ WWW - http://mmyoga.pl/ BLOG - http://purestyle.pl/ WSPÓŁPRACA: wspolpraca@mmyoga.pl GRUPA NA FB: http://tiny.pl/gpw9h   Wspieraj mnie:  https://patronite.pl/mmyoga  🖤  Jeśli podobał Ci się ten film, daj mi proszę dużego lajka, wtedy wiem, że to co robię, pomaga innym! Jeśli chcesz pozostać na bieżąco, subskrybuj mój kanał i bądź automatycznie powiadamiany o nowych filmach! :)   Do zobaczenia już wkrótce! Gosia ♥","https://www.youtube.com/watch?v=CdxB1iUavdg"
"Poranna Joga na Dzień Dobry - 30 minut dla Ciała i Ducha","Poranek, Stres, Medytacja","30","Małgorzata Mostowska","Poranna joga na dzień dobry to joga zarówno dla początkujących jak i zaawansowanych - inaczej mówiąc: ta joga będzie dobra dla każdego! To 30 minut porannego rozruchu - skupienia na ciele, rozruszania każdego mięśnia, przyjemnego rozciągnięcia i świadomego oddechu z łagodną muzyką w tle i spokojnym prowadzeniem :)  Joga na dobry dzień to praktyka, która delikatnie rozbudzi nasze ciało i umysł, jednak nie jest to tylko praktyka na rano, bowiem sprawdzi się o każdej porze, gdy potrzebujesz rozruszania ciała i wyciszenia umysłu.  Będzie oczywiście sporo ruchu, będzie oddech i krótka medytacja z wdzięcznością w tle. Będzie wszystko czego potrzebujesz, aby dobrze poczuć się w swoim ciele!  Joga w domu to wspaniała możliwość praktyki w dowolnym miejscu i czasie! Joga na dobry poranek to jest to!  Widzimy się na macie! :)  Praktyka powstała przy pomocy Ani: https://www.instagram.com/travelstoriespl/ w miejscu zwanym Oczyszczalnią, gdzie miałam przyjemność poprowadzić warsztaty :)  Pozostańmy w kontakcie: INSTAGRAM - https://www.instagram.com/gosiamostowska/ FACEBOOK - https://www.facebook.com/mmostowskayoga/ WWW - http://mmyoga.pl/ BLOG - http://purestyle.pl/ WSPÓŁPRACA: wspolpraca@mmyoga.pl  Wspieraj mnie:  https://patronite.pl/mmyoga  🖤  Jeśli podobał Ci się ten film, daj mi proszę dużego lajka, wtedy wiem, że to co robię, pomaga innym!  Jeśli chcesz pozostać na bieżąco, subskrybuj mój kanał i bądź automatycznie powiadamiany o nowych filmach! :)   Do zobaczenia już wkrótce! Gosia ♥","https://www.youtube.com/watch?v=hYiAxvTQzlg"
"Jak Dbam o Zdrowie Zimą - Budujemy Odporność Cały Rok!","Stres, Wieczór","34","Małgorzata Mostowska","Kochani,  poniżej podaję linki i kody do produktów, o których wspominam w filmiku. Dajcie znać co byście dodali do tej listy, albo dajcie znać czym się wspieracie zimową porą :)  A, jeszcze zanim, link do warsztatów, które odbędą się pod Warszawą, 18 stycznia: https://mmyoga.pl/warsztaty/jogowo-pysznie-i-koncetowo-w-pastelove-pola-pod-warszawa/ Do zobaczenia!  1. Ekosynbiotyk - czyli połączenie probiotyku z prebiotykiem, dla zdrowia naszych jelit, mózgu i budowania odporności przez cały rok. Na stronie:  https://www.ekosynbiotyk.pl/sklep/  po wpisaniu kodu: gosia  dostaniecie 25% zniżki na wszystko. Mega polecam. CUDowny produkt zmieniający życie. Tak samo zresztą jak pasta i spray, o których wspominam, żel do mycia oraz glinka ekosynbiotyczna - na wszelkie zarapania, zmiany skórne, otarcia (również dla niemowlaków!), sypkie złoto! :)  Moja rozmowa z Karolem - współtwórcą ekosynbiotyku: https://www.instagram.com/p/C_KzjuINWSp/  2. Liposomalna witamina C: https://nikalab.pl/products/liposomalna-witamina-c?variant=48430722711877 Kurkumina: https://tiny.pl/0phd3fxq Witamina D: https://tiny.pl/2wdw71xk  Cieszę się, że w Polsce powstają tak wyjątkowe produkty od tak wyjątkowych ludzi!   W NikaLab: https://nikalab.pl/ dostaniecie 20% zniżki na pierwsze zamówienie z kodem GOSIA  3. Homeopatia (w filmiku nagadałam się co na co, więc nie będę tutaj się ponownie rozpisywać :)):  THYMULINE – właściwości wspierające układ odpornościowy.  ACONITUM NAPELLUS – polecany na nagłe przeziębienia lub infekcje spowodowane ekspozycją na zimno, zwłaszcza gdy objawy pojawiają się gwałtownie, z gorączką i uczuciem niepokoju. Na samym początku infekcji, gdy objawy pojawiają się szybko po przemarznięciu. GELSEMIUM SEMPREVIRENS - przy przeziębieniach i grypie z osłabieniem, sennością, bólem głowy oraz uczuciem ciężkości w ciele. Kiedy infekcja rozwija się powoli i towarzyszy jej zmęczenie. EUPATORIUM PERFOLIATUM - przy grypie z bólami mięśni, kości i głowy. Działa łagodząco na objawy takie jak gorączka, pragnienie i dreszcze. Przy silnym osłabieniu z uczuciem ""połamanych kości"". NUX VOMICA - w okresie zimowym, gdy przeziębienie jest wynikiem stresu, przepracowania lub narażenia na zimno, np. po gwałtownej zmianie temperatur. Przy objawach takich jak kichanie, uczucie zimna, podrażnienie błon śluzowych. BELLADONNA - przy wysokiej gorączce z zaczerwienieniem twarzy, bólem głowy i uczuciem pieczenia w gardle. Na infekcje o nagłym początku, często z drgawkami gorączkowymi. KALIUM BICHRONICUM - przy infekcjach z gęstym, lepkim katarem. Przy zatkanym nosie, trudnym do wydmuchania katarze i bólu w okolicach zatok. FERRUM PHOSPHORICUM– przy pierwszych objawach przeziębienia z łagodną gorączką.  4. Aromaterapia:  W tym odcinku mówiłam o trzech olejkach: ZIOŁOWY SZEPT - na lżejszy oddech ZIOŁOWY SEN - na głębszy sen ZIOŁOWE PRZEBUDZENIE - na zdrowe pobudzenie :)  Moje olejki są od Natalki z Tymaherbs:  https://www.tymaherbs.com/kategoria-produktu/aromaterapia/  Na wszystkie produkty z Tyma macie 15% zniżki z kodem: gosia  5. A propos ruchu! Bardzo polecam Wam na ten czas, poszczególne praktyki:  https://youtu.be/vj93OABgzFU?si=uxAQ77sKdcB8ytEr https://youtu.be/GjrnMNNtBOY?si=SofAj6c5NtDBPB9r https://www.youtube.com/watch?v=RZ98cB8IHOY https://www.youtube.com/watch?v=1B6Rc_Q4CHk&t=1006s https://youtu.be/3XlOme-pXoI?si=AlDd5_h1IjsSLslm  6. Herbatki Dworzysk: Odpocznij Chwilę i Śpij Dobrze: https://dworzysk.pl/sklep/  ___________  Pozostańmy w kontakcie:  INSTAGRAM - https://www.instagram.com/gosiamostow... FACEBOOK - https://www.facebook.com/mmostowskayoga/ WWW - http://mmyoga.pl/ BLOG - http://purestyle.pl/ WSPÓŁPRACA: wspolpraca@mmyoga.pl   Wspieraj mnie:  https://patronite.pl/mmyoga  🖤  Jeśli podobał Ci się ten film, daj mi proszę dużego lajka, wtedy wiem, że to co robię, pomaga innym!  Jeśli chcesz pozostać na bieżąco, subskrybuj mój kanał i bądź automatycznie powiadamiany o nowych filmach! :)   Do zobaczenia już wkrótce! Gosia ♥","https://www.youtube.com/watch?v=Wnn2rG3-T2s"
"Medytacja dla Dzieci przed Snem #4 - Relaksacja do Snu","Medytacja, Wieczór","17","Małgorzata Mostowska","Witaj mały aniołku... tak zaczyna się kolejna medytacja dla dzieci :) Tym razem wybierzemy się do Zimowej Krainy. To jednak nie tylko praktyka dla najmłodszych, myślę, że każdy z nas się w niej odnajdzie, przecież każdy z nas ma w sobie coś z dziecka :)  To medytacja aka relaksacja, która po raz pierwszy zrodziła się w mojej głowie ponad 4 lata temu, gdy wieczorami moja wtedy prawie 3-letnia córeczka prosiła mnie coraz częściej o „historyjki” czy też „opowiadania”. Zauważyłam, że ciekawią ją zwłaszcza te z magią w tle :) Mam nadzieję zatem, że ta magiczna opowieść przypadnie do gustu również Twojemu dziecku (a może i Tobie!).  Daj proszę swojemu dziecku przestrzeń i nie narzucaj niczego. Jeśli nie będzie chętne do odsłuchania, po prostu odpuść. Sięgnie po tę czy inna medytację, gdy będzie na to gotowe. Dzieci wiedzą co jest dla nich dobre.  Ściskam Was ciepło, życząc spokojnego czasu i… dobrej nocy.   Pozostańmy w kontakcie:   INSTAGRAM - https://www.instagram.com/gosiamostowska/  FACEBOOK - https://www.facebook.com/mmostowskayoga/  WWW - http://mmyoga.pl/  BLOG - http://purestyle.pl/  WSPÓŁPRACA: wspolpraca@mmyoga.pl  GRUPA NA FB: http://tiny.pl/gpw9h   Wspieraj mnie: https://patronite.pl/mmyoga  🖤   Jeśli podobał Ci się ten film, daj mi proszę dużego lajka, wtedy wiem, że to co robię, pomaga innym! Jeśli chcesz pozostać na bieżąco, subskrybuj mój kanał i bądź automatycznie powiadamiany o nowych filmach! :)   Do zobaczenia już wkrótce!  Gosia ♥","https://www.youtube.com/watch?v=t2rl72u7q8A"
"Medytacja na Sen z Afirmacjami🌙","Medytacja, Stres, Wieczór","30","Małgorzata Mostowska","Medytacja na Sen z Afirmacjami to półgodzinna medytacja/relaksacja prowadzona. Spokojna muzyka w tle, rozluźnianie poszczególnych części ciała, wizualizacja, subtelne prowadzenie, świadomy kojący oddech i afirmacje wdzięczności, regeneracji i odpoczynku będą stanowić piękne przygotowanie do głębokiego snu.  Pamiętaj, że możesz sobie pomóc. Ja Cię będę w tym wspierać i trzymać za rękę 🖤  Pamiętaj o wygodnym ubiorze (piżamce lub w ogóle braku odzienia), opróżnionym pęcherzu moczowym, przykryciem kołderką lub kocem (podczas medytacji może zrobić się chłodniej - organizm się wyciszy i w związku z tym wychłodzi) i znalezieniu dla siebie najbardziej  komfortowego miejsca. Przygotuj się na relaks i spokojny sen.  ""Cześć Kochani, tutaj Gosia, Witam Was z pięknego i zawsze dla nas dostępnego miejsca jakim jest las, gdzie można wziąć pełny głęboki oddech. Wśród drzew i światła zachodzącego słońca odbędziemy dziś kojącą podróż relaksacyjną.""  Nagranie powstało przy pomocy Ani, odwiedźcie koniecznie jej kanał: https://www.instagram.com/travelstoriespl/  💜 Pozostańmy w kontakcie:  INSTAGRAM - https://www.instagram.com/gosiamostow... FACEBOOK - https://www.facebook.com/mmostowskayoga/ WWW - http://mmyoga.pl/ BLOG - http://purestyle.pl/ WSPÓŁPRACA: wspolpraca@mmyoga.pl   Wspieraj mnie:  https://patronite.pl/mmyoga  🖤  Jeśli podobał Ci się ten film, daj mi proszę dużego lajka, wtedy wiem, że to co robię, pomaga innym!  Jeśli chcesz pozostać na bieżąco, subskrybuj mój kanał i bądź automatycznie powiadamiany o nowych filmach! :)   Do zobaczenia już wkrótce! Gosia ♥","https://www.youtube.com/watch?v=J_YCQnXP1pc"
